ndc11,consumer_1,consumer_2,consumer_3,consumer_4,consumer_5,first_reference,second_reference,name,metadata
00074-3040-11,PillProjectDisc71/images/CN2-DJMYO!6MWBGBWT11X96RXY!C0IC.JPG,PillProjectDisc97/images/OFER21XHVLX_!HBU5VQUW!2KDBUE_X.JPG,PillProjectDisc104/images/UDR6X7ZTDZB0BDWD0R7_7OVRE0-25M.JPG,PillProjectDisc17/images/B10G6G85-XI66CVS0GOHLXS37YG8YE6.JPG,PillProjectDisc34/images/BH5F6V1014Y6HDXOXYGT4NDUAO7KBJT.JPG,PillProjectDisc64/images/CGHNJPL7YU7I6H7Q2M6WKLKKD1XT-06.JPG,PillProjectDisc96/images/NE344RT02TQSQ4S0SO19Y870IGMEGR.JPG,TEVETEN 600 MG,"{'Shape': 'OVAL', 'Color': 'WHITE', 'Imprint': 'SOLVAY;5046', 'ImprintColor': '', 'ImprintType': 'DEBOSSED', 'Score': '1'}"
00074-3045-90,PillProjectDisc33/images/BGF2MFL2PZEMWIL7TB030XT5M3X6ZUC.JPG,PillProjectDisc102/images/T-ALE728BVKBTRLZV-ZJT2TXND5LMZ.JPG,PillProjectDisc89/images/GT2T9N5B-T4D-YGWDW0E8UO43DY387.JPG,PillProjectDisc20/images/B3WHSDH8ROYGBATLFD344CT9-4KM6JO.JPG,PillProjectDisc107/images/XKJFURQV-VEW7YROQ8ZOVY_D-Y!236.JPG,PillProjectDisc50/images/BWMBODKJHHGA-X-BT16Y4CUAE2!X_8G.JPG,PillProjectDisc89/images/HB6M6WOXFZS19UIX9EETJ29HLDX!JR.JPG,CARDIZEM LA 120MG,"{'Shape': 'OVAL', 'Color': 'WHITE', 'Imprint': 'B;120', 'ImprintColor': '', 'ImprintType': 'DEBOSSED', 'Score': '1'}"
00074-3061-90,PillProjectDisc91/images/IK4T1QXYUG-SN78YI6KFG41FW1IG!T.JPG,PillProjectDisc36/images/BJUFWV-ZWIZAXTRWXORZ_Z4H6RQ9ELG.JPG,PillProjectDisc56/images/C1A8ATFSY7KJB3WB3FG_LKSE5A_YJJ4.JPG,PillProjectDisc15/images/B-KLTUC72CDOKS6I_W-Z0FTR1GIIJLN.JPG,PillProjectDisc98/images/OXUA6R4UE8-TNNP2RMTJ4GTD3IRSMM.JPG,PillProjectDisc108/images/YVPQ6RHH4861FVF!KUEH95ZFZ_J8ES.JPG,PillProjectDisc74/images/CQTXRT5FB5Q-YJBAJQUZRCPN-KB83KC.JPG,CARDIZEM LA 180MG TABS,"{'Shape': 'OVAL', 'Color': 'WHITE', 'Imprint': 'B;180', 'ImprintColor': '', 'ImprintType': 'DEBOSSED', 'Score': '1'}"
00074-3062-90,PillProjectDisc50/images/BWWCRWSBU8HNYSG!HOINTYNE0JM5R7N.JPG,PillProjectDisc41/images/BNLFILCGU6V0EL_!!QSC6H-WP!I-34L.JPG,PillProjectDisc86/images/E25G38RAFW7KXRB2HBEGJE7F!Z7FIQ.JPG,PillProjectDisc96/images/NRCCDSHABMVRYT875YNC_RJU-CTBWL.JPG,PillProjectDisc4/images/13-RBV0F1EOXHO2113ZTD4E73NK3SA.JPG,PillProjectDisc21/images/B4WC30YMEZQE8MFJGX9JPZ!29-AT8HX.JPG,PillProjectDisc90/images/I2GFJ4-B!NIU-P0JFJHJOQUAB!3SOF.JPG,CARDIZEM LA 240MG TABS,"{'Shape': 'OVAL', 'Color': 'WHITE', 'Imprint': 'B;240', 'ImprintColor': '', 'ImprintType': 'DEBOSSED', 'Score': '1'}"
00074-3064-30,PillProjectDisc101/images/S9S-A!XYHSS_M511!6WN5!T3-4Z3_P.JPG,PillProjectDisc47/images/BU207_OYEE6S74ESB3DPBYX3J8XLJ_X.JPG,PillProjectDisc98/images/OUY2RN8OXE90USK4QOPG90KUZU3P04.JPG,PillProjectDisc86/images/E0EIXKD3!B0T6T2BTLK1L7OG06_GR-.JPG,PillProjectDisc92/images/JZKRXTE2DR4NDUE3YFNP1S4L!KUWK1.JPG,PillProjectDisc57/images/CAVQLDJ68LE2WMQCVR7K335!ISCEWSD.JPG,PillProjectDisc64/images/CH-98GWFB6090FEQYYGXRA14L_QFYTB.JPG,CARDIZEM LA 360MG TABS,"{'Shape': 'OVAL', 'Color': 'WHITE', 'Imprint': 'B;360', 'ImprintColor': '', 'ImprintType': 'DEBOSSED', 'Score': '1'}"
00074-3072-90,PillProjectDisc84/images/CZD3HSES8MI1-7K6Q-Q09QCAQ9P5KF3.JPG,PillProjectDisc11/images/7S5QPXB2NP7JKC3UK7XEFUFLJU47WS.JPG,PillProjectDisc52/images/BYNN!2IAQ2PXC7276U2FB70S5H8XP7X.JPG,PillProjectDisc95/images/M0UULL4K1H88A!_CCM!Y24OUTBJG_Q.JPG,PillProjectDisc23/images/B76!!3CRD2NC0_9JWF06GCRJTVE34!E.JPG,PillProjectDisc77/images/CTJJWUYB2NW3GS9A22E1_EYCOMXI-X0.JPG,PillProjectDisc86/images/DWHU0GIZY4N0SVDKG2KCSKGBZ4H_BG.JPG,ADVICOR TAB 750-20MG,"{'Shape': 'OVAL', 'Color': 'ORANGE', 'Imprint': 'KOS;752', 'ImprintColor': '', 'ImprintType': 'DEBOSSED', 'Score': '1'}"
00074-3074-90,PillProjectDisc32/images/BF449PPXGPH!6FU3LR2KIY0I2T6T5M.JPG,PillProjectDisc43/images/BPQ6TNUC_7X_9PWDGWS90XLPQZL!9BD.JPG,PillProjectDisc12/images/8V1DS-L8APT3BND9T4R96DSRK1VC-F.JPG,PillProjectDisc45/images/BS3MBE6WR8PFOPL2TXLOTU-VMV8-_KP.JPG,PillProjectDisc53/images/BZ67PTS_J0-9XR0BCG5QYCM9MQ2F6IF.JPG,PillProjectDisc20/images/B4521Y7E1BRANR58BQ4JLMI1M_86YNZ.JPG,PillProjectDisc39/images/BMBPN4X73KJCR-RIUWRFF3WXG!YG4_J.JPG,NIASPAN ER 500MG,"{'Shape': 'OVAL', 'Color': 'ORANGE', 'Imprint': 'a;500', 'ImprintColor': 'BLACK', 'ImprintType': 'PRINTED', 'Score': '1'}"
00074-3080-90,PillProjectDisc18/images/B235GHCP455X_J!0TMH2QMR7!4UL8K5.JPG,PillProjectDisc48/images/BUAY1VUJHGXG!GYN816D-ZFHX!CLHZV.JPG,PillProjectDisc27/images/BAYO9D15NX-7ZI10N8SV71-LLOG2YIO.JPG,PillProjectDisc96/images/N!9-4EADQ6I59_Z3ARDZFK0SKM8M9J.JPG,PillProjectDisc48/images/BU5LH2U2KH29SV1G2KWIREZ7JGU26EH.JPG,PillProjectDisc49/images/BVPC24SY!PGNKA-Z_YIQAX90Y211SXK.JPG,PillProjectDisc73/images/CPS15HJZNDBX9-9WBJYX7FJ4DH6354V.JPG,NIASPAN 1000MG TABLETS,"{'Shape': 'OVAL', 'Color': 'ORANGE', 'Imprint': 'a;1000', 'ImprintColor': 'BLACK', 'ImprintType': 'PRINTED', 'Score': '1'}"
00074-3290-13,PillProjectDisc47/images/BTJ44SR9!MA02PJRUUCTB128RO73020.JPG,PillProjectDisc23/images/B6T!2Z8_0QOQG9OJF6PWVAB81A1EGXA.JPG,PillProjectDisc38/images/BL!_HUPVWGJFYGWM1V!27F0R3XJ47U!.JPG,PillProjectDisc100/images/Q_V_VMO4-Z12RIB4HFER965T7SR0C7.JPG,PillProjectDisc12/images/8OHKX9O21W6FIF1VVO-W_!8DQ7Y76X.JPG,PillProjectDisc106/images/X3PDIK2MSN_II3JD-GB0T0AI0ZEFMW.JPG,PillProjectDisc55/images/C0D!J0CKPXNDXSY5WX8GT44ZC43H9W2.JPG,TARKA 4 MG / 240 MG,"{'Shape': 'OVAL', 'Color': 'RED', 'Imprint': '244', 'ImprintColor': '', 'ImprintType': 'DEBOSSED', 'Score': '1'}"
00074-3455-90,PillProjectDisc66/images/CIZQ9YXEXKNDNVP52E1KR9W1V2AJHJO.JPG,PillProjectDisc20/images/B4QDH0MFJV-6J!7EVBX2661KCAY!VHV.JPG,PillProjectDisc54/images/BZ_CR-4SRIC2203K465DBDDFU7Q4_LA.JPG,PillProjectDisc68/images/CKN_01F!OQV9FWUWDWIXN1BO7DT!MFF.JPG,PillProjectDisc23/images/B7E71Q18!R5EJFQUDEYD9NE9Z6W_B2J.JPG,PillProjectDisc41/images/BNPLHQY-RB_OFZYOOBGWI4UDKZFRSQ2.JPG,PillProjectDisc47/images/BTZB0EM5-NIVXO_CI!HP4EMGWWAIOEB.JPG,SIMCOR TAB 1000-20,"{'Shape': 'OVAL', 'Color': 'BLUE', 'Imprint': 'a;1000;20', 'ImprintColor': 'BLACK', 'ImprintType': 'PRINTED', 'Score': '1'}"
00074-3727-90,PillProjectDisc38/images/BL1O9L4PYOMJSZ3WCEYLBI1RNYF-RH6.JPG,PillProjectDisc109/images/ZRPRIQD7UM_HFUOP3U5UOP_2LK3N4I.JPG,PillProjectDisc12/images/948ZZYHZP!-5XOHWQ9PWV2X7HIKXPP.JPG,PillProjectDisc34/images/BHFKOU-ZDL0GM2PT3-F49Z8CI9TA46K.JPG,PillProjectDisc90/images/HOLMH5KZ_SFWU0JBJPP2_ARUTAPMIX.JPG,PillProjectDisc10/images/75F4S0LWEY1QJHYN3LZHACHSVU7WI8.JPG,PillProjectDisc26/images/B9Y15SKOWLF6O!G_XF-6IPEER-L4U9I.JPG,SYNTHROID 137 MCG TAB,"{'Shape': 'ROUND', 'Color': 'BLUE', 'Imprint': 'SYNTHROID;137', 'ImprintColor': '', 'ImprintType': 'DEBOSSED', 'Score': '2'}"
00074-3826-13,PillProjectDisc51/images/BXASQ4BAYLF4HYNPNTY12IZKH-TVLSM.JPG,PillProjectDisc40/images/BN!WR!W743I0M7!WKA3MIYK03MTXEZO.JPG,PillProjectDisc64/images/CH1413-ND92M-1LST!BEMPJ9JL4NKEH.JPG,PillProjectDisc82/images/CX_9X1IXEHY6_T7TI9BI2SI6Z_BSYGS.JPG,PillProjectDisc71/images/CN06!KWN3P-FQ6Z-SQBDHHI03I02!2P.JPG,PillProjectDisc102/images/TAPKD!289756CZL!9G!I!9RDX_R_6S.JPG,PillProjectDisc4/images/1F0B6R_U5DUCD9IMV87HY5MWTY-V-A.JPG,DEPAKOTE XR 250MG WHITE,"{'Shape': 'OVAL', 'Color': 'WHITE', 'Imprint': 'a;HF', 'ImprintColor': 'BLUE', 'ImprintType': 'PRINTED', 'Score': '1'}"
00074-4341-13,PillProjectDisc60/images/CDOXGYRRCE2MHYBFVCR9QZ6IQMW-7GH.JPG,PillProjectDisc13/images/9XLBJJ3KZCSANWM!8TGYAIMJLT3E7P.JPG,PillProjectDisc86/images/EFRF-JNFNNOXQAWUWEYMSVXT2F5-2P.JPG,PillProjectDisc66/images/CIO6IUO!V!YY16SU5GN2VD6998P37PB.JPG,PillProjectDisc16/images/B0YST8II4Q_29S8CBQ4-BPG30GK43Y3.JPG,PillProjectDisc21/images/B4YA3A-USJ_LQLNRLAOXHUESNSPSUZ-.JPG,PillProjectDisc94/images/LH933BOBIIE3QHY9_CGU-UB2E4WHB2.JPG,SYNTHROID 0.025MG ORANGE,"{'Shape': 'ROUND', 'Color': 'ORANGE', 'Imprint': 'SYNTHROID;25', 'ImprintColor': '', 'ImprintType': 'DEBOSSED', 'Score': '2'}"
00074-5182-19,PillProjectDisc69/images/CLA-C1!IPFVJ9KSUKB_HGUCTSW51H8W.JPG,PillProjectDisc106/images/W_OWQ!1VXPLSJ0WPT6D-!7CXYGDQC!.JPG,PillProjectDisc79/images/CV!JOUPUSZPYU!YLEZV!F11ZPWMVD9F.JPG,PillProjectDisc5/images/29IBJM3TB1OKFFF1OL69MUYUHG9Z7U.JPG,PillProjectDisc80/images/CVJF10W9ZX50P13WMVM87C48NWE37ZU.JPG,PillProjectDisc106/images/WHN9P_VH!MIN_KXBE!O1B3L8YLC_CB.JPG,PillProjectDisc35/images/BIHVQ507TCJ74IJXXUU1I-8OEML0CXO.JPG,SYNTHROID 0.075 MG VIOLET,"{'Shape': 'ROUND', 'Color': 'PURPLE', 'Imprint': 'SYNTHROID;75', 'ImprintColor': '', 'ImprintType': 'DEBOSSED', 'Score': '2'}"
00074-6114-13,PillProjectDisc89/images/G_3NVYCW0CUX8J1JXN4U560N3IX2TZ.JPG,PillProjectDisc27/images/BAYG9CKJOZOB14LBRCW1UTZCPO68BUC.JPG,PillProjectDisc90/images/I8UO7-BV1XJACDTL-53FXJSZ5W67K5.JPG,PillProjectDisc58/images/CBS1YH6YWMS2R5BLNTK6AFVX3!LWFBB.JPG,PillProjectDisc104/images/USYY2Q1EH15!J7MPGGJ9LFDHXFX_X6.JPG,PillProjectDisc26/images/BA74521GC5UYE2X0PONF0OUMJXSFZBL.JPG,PillProjectDisc29/images/BCPGQIOZEDGDB7N6IDF5LGBNLRPV72Q.JPG,DEPAKOTE SPRINKLES 125 MG,"{'Shape': 'CAPSULE', 'Color': ['TURQUOISE', 'WHITE'], 'Imprint': 'THIS;END;UP;DEPAKOTE;SPRINKLE;125;mg', 'ImprintColor': 'BLACK', 'ImprintType': 'PRINTED', 'Score': '1'}"
00074-6122-90,PillProjectDisc55/images/C0MI_5XT20UI28QAAHSQMVWQP0UZ19Y.JPG,PillProjectDisc13/images/9V1V2MJCGUZ8XWSOYZKZC5TSXAKGBH.JPG,PillProjectDisc83/images/CYCQ_EH9LBQMMVM4UZOP!BH9!WD5G!E.JPG,PillProjectDisc105/images/W4JVWH0F7U2773HXPB74Y415Y0HXZU.JPG,PillProjectDisc31/images/BEL5FA3K4CLKY8HEMQ20!L!_F-J_HG8.JPG,PillProjectDisc12/images/8DR0UE-EI4FG07IG_3BF-3_6T6SJPZ.JPG,PillProjectDisc54/images/B_-R!VIEP7GPX81!4UCGH1AMJ2PGBDG.JPG,TRICOR 48 MG YELLOW TABS,"{'Shape': 'OVAL', 'Color': 'YELLOW', 'Imprint': 'a;FI', 'ImprintColor': '', 'ImprintType': 'DEBOSSED', 'Score': '1'}"
00074-6214-13,PillProjectDisc11/images/89VOUHWAE!8VZ2GH20NQPRK2Q5EKD0.JPG,PillProjectDisc31/images/BEXB29W-QSI30-_67Q91TJFHHXNKLAS.JPG,PillProjectDisc10/images/727SF3KB6UZJE1UB7HBB6S8K8KRTYF.JPG,PillProjectDisc77/images/CT920JYQJV5MTBKU6!DL93VO5GFB8QL.JPG,PillProjectDisc48/images/BUA5NKE1MPVECFAZA4CIXC-RR72AN8-.JPG,PillProjectDisc57/images/CAO!ISB!YT1J6NELLRITH_7PPI6XBU_.JPG,PillProjectDisc63/images/CFU13NC3VEM!SD39T58HCPU33FCYIP8.JPG,DEPAKOTE 250MG PEACH TABS,"{'Shape': 'OVAL', 'Color': 'ORANGE', 'Imprint': 'a;NR', 'ImprintColor': 'BLACK', 'ImprintType': 'PRINTED', 'Score': '1'}"
00074-6215-13,PillProjectDisc19/images/B3O6BZZOKSNE2BELEW87F6Z-BJKTTYL.JPG,PillProjectDisc65/images/CHP48MRWXRY__Q_5IFFD2XX-RLNDBZK.JPG,PillProjectDisc94/images/LF3B4H600TAXCHC5EL07Z920S635KE.JPG,PillProjectDisc71/images/CN32918Q6WG8VAYKXHL_-ACHQ2G0FX6.JPG,PillProjectDisc6/images/2_AJJQB!RTH!LZAD!KI-6K9X483!G-.JPG,PillProjectDisc102/images/T7JRIHGDDIK30NYEIG3PPTFBW7GIG-.JPG,PillProjectDisc50/images/BWGQ7M70A5VACBZAB3ZWO_KQLSKBHS7.JPG,DEPAKOTE 500MG TABLET,"{'Shape': 'OVAL', 'Color': 'PURPLE', 'Imprint': 'a;NS', 'ImprintColor': 'BLACK', 'ImprintType': 'PRINTED', 'Score': '1'}"
00074-6227-13,PillProjectDisc52/images/BYBXAKHAJWFW094PR16G3KDQM2EEX9P.JPG,PillProjectDisc37/images/BK4OEKAQPXJBL51HDRLV2CK13920ZI7.JPG,PillProjectDisc89/images/H1JNPQ2E4XHIO9NS0WHHET3QWP689J.JPG,PillProjectDisc36/images/BI_ASWP08WNQFMD8S1-HZ3UMJ780OAI.JPG,PillProjectDisc101/images/S!F38MEKT7353GGRVI792KYQDC6Y_C.JPG,PillProjectDisc52/images/BYKL3QEINC!YM9DLFJCCKJE_-9XEKMM.JPG,PillProjectDisc52/images/BYOOP_9KS_1EB6X5R114SP19KGHGA-5.JPG,ERYTHROMYCIN BASE 500MG,"{'Shape': 'OVAL', 'Color': 'PINK', 'Imprint': 'a;EA', 'ImprintColor': '', 'ImprintType': 'DEBOSSED', 'Score': '1'}"
00074-6304-13,PillProjectDisc22/images/B6JB0TMXWCE9JKKFS3T3_KD-8WZC6AX.JPG,PillProjectDisc47/images/BT9W9G-TPSQ_H_OBGZS7C!!!B1SZRE0.JPG,PillProjectDisc29/images/BCXXRK3LN0V_3OSET1C19!LEU379L1P.JPG,PillProjectDisc41/images/BO6LG12VVSRY386!5PD8NXY5_09088C.JPG,PillProjectDisc96/images/NS!M7X9CE2UCD6Z8S7_2IV8MMZ2W0.JPG,PillProjectDisc62/images/CF096-YOE_-C85XQU-PGDCO6NBCY46F.JPG,PillProjectDisc81/images/CWH77FOA4_NXYCUK_QLX1!8QOO1HVPL.JPG,ERY-TAB 250MG EC TAB,"{'Shape': 'OVAL', 'Color': 'WHITE', 'Imprint': 'a;EC', 'ImprintColor': '', 'ImprintType': 'DEBOSSED', 'Score': '1'}"
00074-6320-13,PillProjectDisc92/images/JVZ2N4C0932RP0FLXPKXRD47EAVONF.JPG,PillProjectDisc21/images/B5FVWPQFEKAXVL13G-QY8IPHB90MJUK.JPG,PillProjectDisc63/images/CFZGOJZ8KH-57-MUFY7-YA2_I1B83C.JPG,PillProjectDisc20/images/B4I0DQX5DJDM16-K0WQRFF67MYM-DJ7.JPG,PillProjectDisc47/images/BU1DV4_O!WZ6ARUAWK4IHC!SYF2P_Q5.JPG,PillProjectDisc31/images/BEGS-AYO25BOFVPCZ30UPWUB5FZB-TS.JPG,PillProjectDisc4/images/13HVNO7M0K0E4FTHZDIID69P5LUYBS.JPG,ERY-TAB 333MG,"{'Shape': 'OVAL', 'Color': 'WHITE', 'Imprint': 'a;EH', 'ImprintColor': '', 'ImprintType': 'DEBOSSED', 'Score': '1'}"
00074-6326-13,PillProjectDisc49/images/BVXIOV98WGUC5PU8HHVF6_H7HCZUY1H.JPG,PillProjectDisc38/images/BLH1FCK!90JSTK10S1CLGQFW72I8S2U.JPG,PillProjectDisc109/images/ZJUFTLKGJ!8H_BAV0M-F381RCT43NV.JPG,PillProjectDisc51/images/BXDIC2YR64OHEUW4ZE8JWY5VCFOGF3K.JPG,PillProjectDisc38/images/BLQJNVTGPIYC8FEK!4_7C4ZE4FR46L6.JPG,PillProjectDisc13/images/B!66MLO6!S5WF8B!GHHDD3NQC1QTHPM.JPG,PillProjectDisc76/images/CSFH2UU291RZ5X24LZ60C8XB17VZYXK.JPG,ERYTHROMYCIN BASE 250MG,"{'Shape': 'OVAL', 'Color': 'PINK', 'Imprint': 'a;EB', 'ImprintColor': '', 'ImprintType': 'DEBOSSED', 'Score': '1'}"
00074-6594-90,PillProjectDisc34/images/BH9OHV2N!WS!BW5DKYR87DR-WZK04A0.JPG,PillProjectDisc24/images/B87RNW3EEMKJP8F6NB9USHQTB7TTW79.JPG,PillProjectDisc8/images/51-SLL3FCYSJ9SDTWF79ZGV57SHR_U.JPG,PillProjectDisc110/images/_N9Z_BGYT8NEHYL-_7YXY352-6VIEW.JPG,PillProjectDisc52/images/BY2Y6!N6DSEKE5GIA90V_9N!UOAU5C0.JPG,PillProjectDisc34/images/BHPJRUN4HP9PDHA-8-TL19-V1NG9_U6.JPG,PillProjectDisc46/images/BSE56PNW-Y6NOLCUJC-FQ_1E_H78HHR.JPG,SYNTHROID 0.088 MG OLIVE,"{'Shape': 'ROUND', 'Color': 'GREEN', 'Imprint': 'SYNTHROID;88', 'ImprintColor': '', 'ImprintType': 'DEBOSSED', 'Score': '2'}"
00074-6624-19,PillProjectDisc31/images/BF2BTX!4S0H-1GHRBR1SN3_L4UPATTV.JPG,PillProjectDisc36/images/BI_-DQ_WH8KUH07FY0SBK8VF35VEAAX.JPG,PillProjectDisc80/images/CW6WJYCB_PCPAMA_OTBBXG1HFRXJBP8.JPG,PillProjectDisc33/images/BGB490BZ6K172Q1V1RT-O9ALFM7165J.JPG,PillProjectDisc14/images/B!RZKC0-NZ2MMEC6CFH4C_GR_RW_1HN.JPG,PillProjectDisc13/images/B!3LAFL789AICFZ8F5211J4!VMGEBKY.JPG,PillProjectDisc38/images/BL77KXNWIC--D0-QTWC0SJDKK8TVBDM.JPG,SYNTHROID 0.1 MG YELLOW,"{'Shape': 'ROUND', 'Color': 'YELLOW', 'Imprint': 'SYNTHROID;100', 'ImprintColor': '', 'ImprintType': 'DEBOSSED', 'Score': '2'}"
00074-7068-19,PillProjectDisc26/images/BAGFQDDXFM8QP5HBGTZKXVMT_8RFEWM.JPG,PillProjectDisc48/images/BUGTA0F5-M_D19UW0PJU0GMBUFY5QFH.JPG,PillProjectDisc57/images/CA5Z8RI055IV-PP!WMSTT3YND6O0KJC.JPG,PillProjectDisc3/images/-W45N_G3HPRVVN5XCYOTF333NMITU!.JPG,PillProjectDisc101/images/RTIFEHMGZRNFDE2XK0WUG-!7PVX4DR.JPG,PillProjectDisc24/images/B83R29EGKS9_BLR1FQ2LXPK7XL5GDKB.JPG,PillProjectDisc34/images/BHNHU1VB2JRMO8QYTO1QAATI!MC_QHI.JPG,SYNTHROID 125 MCG TAB,"{'Shape': 'ROUND', 'Color': 'BROWN', 'Imprint': 'SYNTHROID;125', 'ImprintColor': '', 'ImprintType': 'DEBOSSED', 'Score': '2'}"
00074-7069-90,PillProjectDisc22/images/B60X1U-8_PPUEIW-3IBZ129J668SUNF.JPG,PillProjectDisc101/images/R_Y5OTVL9PGQ-HOAW_A89Z2XBJKO37.JPG,PillProjectDisc39/images/BLSC5OW5-XZ-CO-LD3FE2ZF-UJAXTBV.JPG,PillProjectDisc97/images/OATBXVW69N7WQP6DI8!Z49O74EPM9X.JPG,PillProjectDisc25/images/B9-L-PWTTJHI9!WC-O1K2DXUPM!5ECA.JPG,PillProjectDisc69/images/CLCSV22HRW-Q-1CEU78DTEZV6147!IS.JPG,PillProjectDisc95/images/MY0WJ1HDJI3JNI-J8FLLXPZA1RGB6G.JPG,SYNTHROID 150 MCG TAB,"{'Shape': 'ROUND', 'Color': 'BLUE', 'Imprint': 'SYNTHROID;150', 'ImprintColor': '', 'ImprintType': 'DEBOSSED', 'Score': '2'}"
00074-7070-90,PillProjectDisc25/images/B97MZH_YWEBMELN-QO31FRJK-M!!7OZ.JPG,PillProjectDisc92/images/JGZ6_P2ZDKXGH7EWZ9!KBTKIA9!7S3.JPG,PillProjectDisc78/images/CTN5I48ZLLC9TITWVHU4YQP-366_SIU.JPG,PillProjectDisc83/images/CYME76B8RVZWKNNBK6O2MDHSE34I2_Q.JPG,PillProjectDisc65/images/CHTO5SW77CCYHLH-G65D3BDTJEVICLA.JPG,PillProjectDisc32/images/BFVS74BQGAFTNCOI3HB4ZP0SXFG8C!O.JPG,PillProjectDisc67/images/CJL5958FW_8JP621F00MMQO4902S!EP.JPG,SYNTHROID 175 MCG TAB,"{'Shape': 'ROUND', 'Color': 'PURPLE', 'Imprint': 'SYNTHROID;175', 'ImprintColor': '', 'ImprintType': 'DEBOSSED', 'Score': '2'}"
00074-7126-13,PillProjectDisc27/images/BBB9IBO8ADUAI5NFPCL9PVX-URV01VI.JPG,PillProjectDisc97/images/OR4RY4S-T1_RDYQTZNLP8-B_09DE!S.JPG,PillProjectDisc104/images/V05D2MLNQLQOQC58RU!ZELA3CEZB_A.JPG,PillProjectDisc109/images/ZXZONPID887YLOQ00JJUWDQB4KYE0L.JPG,PillProjectDisc38/images/BKWI8HCJM70VFIZ541W36_FVYL174V5.JPG,PillProjectDisc58/images/CBH61WYP10T4AW!8I07ETKZAJY1AEQT.JPG,PillProjectDisc94/images/LFPW-B6CFSH5AH2P03QI7KBRQCYOOI.JPG,DEPAKOTE XR,"{'Shape': 'OVAL', 'Color': 'GRAY', 'Imprint': 'a;HC', 'ImprintColor': 'BLUE', 'ImprintType': 'PRINTED', 'Score': '1'}"
00074-7148-19,PillProjectDisc74/images/CQKKFKDBI5V1DZM70KB8T-R05FQLT08.JPG,PillProjectDisc62/images/CESUTXG02P2YPSOFJTQW0N__WQ2ZTUR.JPG,PillProjectDisc108/images/Y_2EXZ6N_Y_QIC8OF_XZ3JZYSK!Z0C.JPG,PillProjectDisc6/images/2T5ZLU6IEO9!5Z9D1M7JKEL0EADBLY.JPG,PillProjectDisc27/images/BAWCX2Y7WSRV_VP2PP1-A92QR-Y5UIK.JPG,PillProjectDisc105/images/VNEX4PLCY93TZ_VJK7JUM3FSDSFFZ-.JPG,PillProjectDisc16/images/B0LIM8MA3NRJWIJ!UTRYA7ERWVBP4ES.JPG,SYNTHROID 0.2 MG PINK,"{'Shape': 'ROUND', 'Color': 'PINK', 'Imprint': 'SYNTHROID;200', 'ImprintColor': '', 'ImprintType': 'DEBOSSED', 'Score': '2'}"
00074-7149-90,PillProjectDisc23/images/B7AR-VUX!!3V3JYYT7SJ_1WOILS19HJ.JPG,PillProjectDisc47/images/BTU7-_FLVNHJG!AT_M!KSIBWKV_W68G.JPG,PillProjectDisc92/images/JWQM2OHXB3DJEW6722NEX4QOFT0H_A.JPG,PillProjectDisc104/images/V54QDT_09CHTZ-6PYTN36F32XQ-!TS.JPG,PillProjectDisc63/images/CFMEOWHCITICX78F1DOUJUVQXM-V5N.JPG,PillProjectDisc25/images/B8Q2WKGKP9BJ6HJ-G5!OKCOAWXTTCGY.JPG,PillProjectDisc49/images/BVCZQ8FVX0E611QN9_I0!Y-DEUZIHXQ.JPG,SYNTHROID 300 MCG TAB,"{'Shape': 'ROUND', 'Color': 'GREEN', 'Imprint': 'SYNTHROID;300', 'ImprintColor': '', 'ImprintType': 'DEBOSSED', 'Score': '2'}"
00074-9189-90,PillProjectDisc52/images/BYEWEF!QPLHEQOE4MB5RKF38ZSVVF61.JPG,PillProjectDisc13/images/9S1WFFHBY__E5H2!A5!8N7ZVA6!G_A.JPG,PillProjectDisc90/images/IG2HZ53N2-HIPNTOSG_83CC9!4A107.JPG,PillProjectDisc108/images/Y8OL5H_0PAU3LUYUDNG1VZLCFMIW4X.JPG,PillProjectDisc28/images/BBW76BV8QZ1BAM3MKGT0AY8A1W81XH6.JPG,PillProjectDisc10/images/6_3JO319B6Y8QKPQDAQ!PY!3_HR6Q!.JPG,PillProjectDisc76/images/CS6JV7R87OHXENTJ1I4!F55!OLJ87L_.JPG,TRILIPIX CAP 135 MG,"{'Shape': 'CAPSULE', 'Color': ['BLUE', 'YELLOW'], 'Imprint': 'a;135', 'ImprintColor': 'BLACK', 'ImprintType': 'PRINTED', 'Score': '1'}"
00074-9296-90,PillProjectDisc55/images/C06YHXUSQ_EJ2DE04QD8RKKNXD53J8C.JPG,PillProjectDisc27/images/BBFMDXP!V7AXNKYHFS!999ZNQKCU6AR.JPG,PillProjectDisc59/images/CC3WRFIL79OLRFH04S8U1QSEK6EU7SG.JPG,PillProjectDisc107/images/X51Q3IFD_U445T42QQZ2QRBKNKMY64.JPG,PillProjectDisc37/images/BKM1UR7N3LMHR12_!TPV-C4ADG9BD9T.JPG,PillProjectDisc104/images/UKE37ZNVAVOOR_GWBGGSZRS!HQ_R8P.JPG,PillProjectDisc65/images/CHZBC4HE6PGPLHKG!8ZAXDMCETQZBRO.JPG,SYNTHROID 112 MCG TAB,"{'Shape': 'ROUND', 'Color': 'PURPLE', 'Imprint': 'SYNTHROID;112', 'ImprintColor': '', 'ImprintType': 'DEBOSSED', 'Score': '2'}"
