ndc11,consumer_1,consumer_2,consumer_3,consumer_4,consumer_5,first_reference,second_reference,name,metadata
00054-4183-25,PillProjectDisc13/images/9MEO2ME0DCQMWEGE2J685FDWOGHH0P.JPG,PillProjectDisc21/images/B55BJV-OS42BF58ALLR977FNL1JA_0L.JPG,PillProjectDisc21/images/B53U!FWHL0TJ6608ANEBF3AEPK3HEKG.JPG,PillProjectDisc37/images/BKL61D315JCPB8-UGFIHUXPIL9MVE81.JPG,PillProjectDisc95/images/ML4UQX-EA-COSNKD8D_WD_TZR!IZH-.JPG,PillProjectDisc13/images/9COQFE-92S_VY9F4WFI!RYY5BXX0S!.JPG,PillProjectDisc68/images/CKAXA6CTHGROIU3W4UEN9LSXHHFZ8DT.JPG,DEXAMETHASONE 2 MG,"{'shape': 'ROUND', 'color': 'WHITE', 'imprint': '54;662', 'imprintColor': '', 'imprintType': 'DEBOSSED'}"
00054-4184-25,PillProjectDisc50/images/BWR9OX2ZV2SEBHTRQ9E_JVG6LPMENJ-.JPG,PillProjectDisc1/images/!CH-J5H5171-G2!4D54ZID8LHIU!1-.JPG,PillProjectDisc59/images/CCJ9ZEEWJ01ZX2RO4U5WRKTUL7U_C4H.JPG,PillProjectDisc70/images/CMJ1!WLCN00AWZVANQ8AT58ANTQL29B.JPG,PillProjectDisc85/images/D3C0WRLXLPJB4496FKTI0W513I1WMM.JPG,PillProjectDisc109/images/ZYX!GBV!I2_CYV04PJVF8G27!6LNDR.JPG,PillProjectDisc74/images/CQGXJN_YXJ_KOEQDC0QSF4ZP5ZLFW81.JPG,DEXAMETHASONE 4MG TAB,"{'shape': 'ROUND', 'color': 'GREEN', 'imprint': '54;892', 'imprintColor': '', 'imprintType': 'DEBOSSED'}"
00054-4186-25,PillProjectDisc60/images/CC_9713A!TMUGFHWA070FI3-1-756EV.JPG,PillProjectDisc94/images/LZAW6JKPCMHMC-4!2IJERT4!73I4OV.JPG,PillProjectDisc72/images/CO-0RDW6D48-OC4ZCE4ACR0EO0OQD9R.JPG,PillProjectDisc75/images/CR4E8B2O-H0G91FYA_YP16X5MV1AMRD.JPG,PillProjectDisc90/images/I!3SKRFS9VW2_ST4AQ!09YXQHPG3UU.JPG,PillProjectDisc64/images/CGIR3PN4ZUAU5J87R6BCLLEZM-6CLQO.JPG,PillProjectDisc71/images/CNH5A4UO8TCI61-IIBLIA0IR9SFZSBW.JPG,Dexamethasone,"{'shape': 'ROUND', 'color': 'TURQUOISE', 'imprint': '54;769', 'imprintColor': '', 'imprintType': 'DEBOSSED'}"
00054-4527-25,PillProjectDisc84/images/CZU21_6HRT7_ESRQ3R2HVL1MP-LZ9K3.JPG,PillProjectDisc66/images/CJ!M8Q-HLMXQBJQQPBYH!YJFZ1EZI8W.JPG,PillProjectDisc103/images/TXUMW08VAXX-B1KCF5!VCUU33D3QSK.JPG,PillProjectDisc48/images/BUV84CA616FOOJJGMIBK458AF8697EH.JPG,PillProjectDisc9/images/5JSXGCJIIH74XTKL5NW3AZQ_HLNRZ8.JPG,PillProjectDisc71/images/CN3ZRG6OXVDNQ4H2LXR-7L432-F8_-N.JPG,PillProjectDisc87/images/F2LA_BVFY4I-1SKW20E7WZ_OPHF7PV.JPG,LITHIUM CARB 300MG TAB,"{'shape': 'ROUND', 'color': 'WHITE', 'imprint': '54;452', 'imprintColor': '', 'imprintType': 'DEBOSSED'}"
00054-4550-25,PillProjectDisc47/images/BT5HIFRMSDGW!SBQ1DOW7FR0L!CJUCP.JPG,PillProjectDisc56/images/C1UZP1Z8V1RTETRQRG3CHW61M57MVH8.JPG,PillProjectDisc104/images/UMUUY9S5TIVLTA5R9L5RJXU40YSRVQ.JPG,PillProjectDisc74/images/CQ3OY1!D8L_!FBL83Y1J_5GSGYMN5NE.JPG,PillProjectDisc30/images/BDVGW9P3OA-HUXMHPUSUJ!-8LVTYH2C.JPG,PillProjectDisc11/images/7UTEDEOIZTX4Z_U80W_2PKUWLB-E2Q.JPG,PillProjectDisc52/images/BY0795JKFART64IIC-1WPAP-OYHNA!Q.JPG,METHOTREXATE 2.5MG TABS,"{'shape': 'ROUND', 'color': 'YELLOW', 'imprint': '54;323', 'imprintColor': '', 'imprintType': 'DEBOSSED'}"
00054-4728-25,PillProjectDisc55/images/C08SVX8YEW7TACK3801ZFLZ2-EW3A1V.JPG,PillProjectDisc73/images/CPTPZVB-Y6I5_8TBNG5LZ2_Z1T90M41.JPG,PillProjectDisc68/images/CKWNAIQNJDVK8-X26CZ7EFPOEEO8-!U.JPG,PillProjectDisc43/images/BQ5UESIGB!C7D5969K1AP-LJP_BWY6H.JPG,PillProjectDisc25/images/B9HJWGNAP8P1D390OI0EQTBL80XUQ0V.JPG,PillProjectDisc47/images/BT3ZEKXU04T4T4D-SL8Z7ZPDYP9PIBH.JPG,PillProjectDisc97/images/OMTTETBEN-2!U4399JJ_JA2JYOB2C1.JPG,PredniSONE,"{'shape': 'ROUND', 'color': 'WHITE', 'imprint': '54;612', 'imprintColor': '', 'imprintType': 'DEBOSSED'}"
00054-4741-25,PillProjectDisc38/images/BLLMX6DK!KP0J-VGHESXS5VHMM0_F8Z.JPG,PillProjectDisc90/images/HMLO2I675-0T3989SW9!MU355HZY9C.JPG,PillProjectDisc23/images/B7I51LIIVX7MLTXKZ0F0LLM13EUE4IJ.JPG,PillProjectDisc13/images/9PI_TH_O0UP-EMY9XAX09U-9DJ5SM4.JPG,PillProjectDisc103/images/TTLB13GZQEWIZI4-9U3K_GXHF!8RMK.JPG,PillProjectDisc40/images/BMQI-YE99C0P8HZWN8SVYYDZ6YJOCYJ.JPG,PillProjectDisc8/images/4ZLHY!C!!I58RWP3XFO2Q0B8Y4GNEK.JPG,PREDNISONE 1MG TAB,"{'shape': 'ROUND', 'color': 'WHITE', 'imprint': '54;092', 'imprintColor': '', 'imprintType': 'DEBOSSED'}"
00056-0168-70,PillProjectDisc46/images/BSQQMAJTH_4_8!-UZ2!2WZQAA6ZLT5P.JPG,PillProjectDisc73/images/CPR8RYXZC-WIP2K8A11SX6!_2R!G4_.JPG,PillProjectDisc3/images/01J8CC__F3SK2!D-LTZI8BZ!WG-S-5.JPG,PillProjectDisc55/images/C0P_PM7G-P2F--SLHIWI2N9U_6C6361.JPG,PillProjectDisc78/images/CTYJ94HMZATPAJXLLAV6RW3E!RFAW2H.JPG,PillProjectDisc56/images/C0ZO34BCH!SQRW!T4_0XSXAAUGUHB8P.JPG,PillProjectDisc96/images/NKCWZ0H7ZOB__MEELULER7NSLDX76K.JPG,COUMADIN 4MG BLUE TABS,"{'shape': 'ROUND', 'color': 'BLUE', 'imprint': '4;COUMADIN', 'imprintColor': '', 'imprintType': 'DEBOSSED'}"
00056-0169-70,PillProjectDisc19/images/B2WYORGC6XX_CGOGOH4B7RDYWWI03X9.JPG,PillProjectDisc69/images/CLY2FTR8OKXU094HZ-JEXVC18R84I!W.JPG,PillProjectDisc25/images/B8QJYCBI4E!V5NTI2Q0TWFWT5WKYFB7.JPG,PillProjectDisc53/images/BZM5QAY913KRQP!GF9119GP3!T8TG1_.JPG,PillProjectDisc72/images/COAPMBN!RJ-PBR6O!3WA7YFGWZIE51M.JPG,PillProjectDisc18/images/B2TQNHD4!K809P505DH15CZVCJGTRIL.JPG,PillProjectDisc71/images/CNI81UE6P2L6VO7NOAHH3YPZWEZ_!E6.JPG,COUMADIN 1MG PINK TABS,"{'shape': 'ROUND', 'color': 'PINK', 'imprint': '1;COUMADIN', 'imprintColor': '', 'imprintType': 'DEBOSSED'}"
00056-0170-70,PillProjectDisc6/images/38R107HKPFTI-ESDM!6SM-0RE_PLGM.JPG,PillProjectDisc60/images/CCY3U-MIA_U5055FCA-FM6UZXN!!SY1.JPG,PillProjectDisc43/images/BQ86CC1OK-115U249TFRCY4Z22K8G8T.JPG,PillProjectDisc27/images/BA_8PT2L8W_2FPPGXSFO9K__RTRV!VZ.JPG,PillProjectDisc4/images/1R8K1AG3D2-UVR0OLNGHKY3B5RKRS7.JPG,PillProjectDisc43/images/BQ704CUCRQYTYEREAA4TKWP753BE8LB.JPG,PillProjectDisc77/images/CT57IWYYMVQYV-5Q70RBLLW2TD3GFG1.JPG,COUMADIN 2MG LAVENDER TABS,"{'shape': 'ROUND', 'color': 'PURPLE', 'imprint': '2;COUMADIN', 'imprintColor': '', 'imprintType': 'DEBOSSED'}"
00056-0172-70,PillProjectDisc93/images/KFTPU6YC2EDKLFPQS1OK1S9ZIMT1WV.JPG,PillProjectDisc93/images/K9-XA!OX!9XM9TDVF690C0JI6IOQBQ.JPG,PillProjectDisc52/images/BYCWENKAO0TUL1ZM_VZ6DQAP1TVJ7VW.JPG,PillProjectDisc18/images/B23OLS3XM88RRO3GIL8-0D-23XKK30D.JPG,PillProjectDisc69/images/CLD2-LF!L3L8CTKXQL4HGYAETXY-C97.JPG,PillProjectDisc104/images/UUIBTI4XOX9673U6LL0RW3T_ZMLK3_.JPG,PillProjectDisc83/images/CYTA-!QZLY4YPWCQT5R97LCNXAGAPTC.JPG,COUMADIN 5MG PEACH TABS,"{'shape': 'ROUND', 'color': 'ORANGE', 'imprint': '5;COUMADIN', 'imprintColor': '', 'imprintType': 'DEBOSSED'}"
00056-0173-70,PillProjectDisc44/images/BQXMJOBUZ!P1R8_E9IS5H0QWXXDZN0B.JPG,PillProjectDisc8/images/5GLW8GYT4G1-G!7AAO43BXWDFKWFDD.JPG,PillProjectDisc54/images/B_VCXKWCK7J!OA!BE1I7!GKB8WJPQN.JPG,PillProjectDisc54/images/B_-TN!BSXPTTQ_9PQT2ULZD7MS_NG08.JPG,PillProjectDisc101/images/RTGWFHC1C9QWS0OGT18J4EPNA3D7AX.JPG,PillProjectDisc19/images/B34CB960!Z159XDJXE5PBCL3V1C9YP7.JPG,PillProjectDisc3/images/03LOZ-T8KJD6GGQ!BBJEAK7FBB99GI.JPG,COUMADIN 7.5MG YELLOW TABS,"{'shape': 'ROUND', 'color': 'YELLOW', 'imprint': '7;1;2;COUMADIN', 'imprintColor': '', 'imprintType': 'DEBOSSED'}"
00056-0176-70,PillProjectDisc69/images/CL55FUXGM!LGP_ZPE867ZGFQXK037YG.JPG,PillProjectDisc63/images/CFRYLZFKS7FBMVXN!G65AN26FDSQSLN.JPG,PillProjectDisc20/images/B3U2!XI80FT8BKZ-6A5US961EIYKZIQ.JPG,PillProjectDisc43/images/BPFAIHUIMD2KBSJDA3RYF9YLK2YD6R5.JPG,PillProjectDisc45/images/BS0UIIUTQPR3_-ISNC1DY6B_3WWF10O.JPG,PillProjectDisc25/images/B8QX1STYE4ZPQQ9GE4U!OQRJ!TI7332.JPG,PillProjectDisc5/images/1WXA85US1IOK-8T0L9JMXX546WNHOG.JPG,COUMADIN 2.5MG GREEN TABS,"{'shape': 'ROUND', 'color': 'GREEN', 'imprint': '2;1;2;COUMADIN', 'imprintColor': '', 'imprintType': 'DEBOSSED'}"
00056-0188-70,PillProjectDisc1/images/!DREU4OSXJ7YG4EL_WKQIU0RYA4M_B.JPG,PillProjectDisc34/images/BG_N6S2I5PZWZL8T5FP-ARU3IV!G9-2.JPG,PillProjectDisc40/images/BN3KOCE45HX2Z48VY_CLQYS6UG425O!.JPG,PillProjectDisc18/images/B2QQLAB3XXUZ!MRCIJGHN6W4R7MIABQ.JPG,PillProjectDisc48/images/BV2WJ6B_Y!ZX_U9PC!J8RI1JP4Y6JQI.JPG,PillProjectDisc101/images/S6S2XNI6OK9M_-H7PD1E4N41LZSCF.JPG,PillProjectDisc105/images/VOF2!TAN9M1S5GA837T30-1Q3P08EC.JPG,COUMADIN 3MG TAN TABS,"{'shape': 'ROUND', 'color': 'BROWN', 'imprint': '3;COUMADIN', 'imprintColor': '', 'imprintType': 'DEBOSSED'}"
00056-0510-30,PillProjectDisc86/images/E!2ISUMN1UNNFZH05O5B4NHCJ-SLP2.JPG,PillProjectDisc71/images/CNTURRIEA3NDSS315S7JOWIXEKNX93G.JPG,PillProjectDisc110/images/_SZL0F6!LTC97ZY54WO5!1VC56Y_5A.JPG,PillProjectDisc48/images/BUBYEABRPPFW4PNCOM1-KGXSS!6V_8T.JPG,PillProjectDisc82/images/CXBWEX6ZD7-MR32W!MLU1WDYI0O394A.JPG,PillProjectDisc64/images/CH6700I79WRF-G6JIJOO6E4BEOMLIAZ.JPG,PillProjectDisc7/images/3S375K-6ZF1-EI4XS-BYZ6ONK5SEBI.JPG,SUSTIVA TAB 600 MG,"{'shape': 'OVAL', 'color': 'YELLOW', 'imprint': 'SUSTIVA;SUSTIVA', 'imprintColor': 'RED', 'imprintType': 'PRINTED'}"
00056-0511-68,PillProjectDisc85/images/DAGQ81QW73892T-895PA386PXTD2SN.JPG,PillProjectDisc36/images/BJ9P2UGT-E9KXF4!JK6CDT!4-7!XFGM.JPG,PillProjectDisc32/images/BFA06QPN4V335A63SCCF2VIUPFRCDES.JPG,PillProjectDisc102/images/S_3CH!SSME_YZDKLM6ZYXGV53TRM2F.JPG,PillProjectDisc48/images/BUL-G--9IJJ5V4PQ303DB9E!FXJ!V4!.JPG,PillProjectDisc21/images/B4YLJUVFEPC75ZOFQRSWWL3VG8M_LZ7.JPG,PillProjectDisc83/images/CYYB3YAPEGA!-!R9OG99K3GTVY6OF2W.JPG,LODOSYN 25MG TAB,"{'shape': 'ROUND', 'color': 'ORANGE', 'imprint': '511;LODOSYN', 'imprintColor': '', 'imprintType': 'DEBOSSED'}"
00062-0214-60,PillProjectDisc28/images/BBIIJ3NZRPGI0S4M!ZEK!1DT8ZK0SA7.JPG,PillProjectDisc37/images/BKI8B-7PHS!WWILYP!Q9PT-T__-7ZB3.JPG,PillProjectDisc17/images/B1FB2XI4K!J1EJL6SWUTE5V6OXHQDB-.JPG,PillProjectDisc1/images/!2XPGB8RH-ATFWV4U2K7JOX13ETL3E.JPG,PillProjectDisc51/images/BX8M0HPS2A4_LTAARGAKCZ6UJ86XW2J.JPG,PillProjectDisc72/images/CORVI4!XTW!5JNC!JRLLULEAMV9276V.JPG,PillProjectDisc84/images/CZJWPVVO8ZG5I0S7ADWF0Q9LTEW!Y7_.JPG,GRISFULVIN V 500MG TABS,"{'shape': 'ROUND', 'color': 'WHITE', 'imprint': 'Ortho;214', 'imprintColor': '', 'imprintType': 'DEBOSSED'}"
00062-2085-12,PillProjectDisc98/images/OZVWOICFVFZ1P58YA51F-DVMR!MUUX.JPG,PillProjectDisc66/images/CJ!1J7ILJFXDAB2AL8!Z-MOFKT67MHF.JPG,PillProjectDisc73/images/CPIJQKGK8HGQT5GIOKFLQMCVN5FB!ZR.JPG,PillProjectDisc56/images/C1G78YOVEIG!QC83S__1F63KU-SHALF.JPG,PillProjectDisc22/images/B6O5SUNVJZ-7WJ-E_P0CO13DB8FLVDU.JPG,PillProjectDisc23/images/B7JDFFW80OG4O!K_XQDVT-D6MCA--D.JPG,PillProjectDisc40/images/BN5Y2G7A-!3UB852IK90QM8MB4TY-QB.JPG,AXERT 12.5MG 12'S,"{'shape': 'ROUND', 'color': 'WHITE', 'imprint': 'A', 'imprintColor': 'BLUE', 'imprintType': 'PRINTED'}"
00069-0468-56,PillProjectDisc87/images/F7T8VXDUWYL5OMCHIMMHNZWA-D2MEH.JPG,PillProjectDisc56/images/C1VE1TOY1SN!XR6TC6DZDZSY0-9QK1T.JPG,PillProjectDisc52/images/BYFUF76K16QPDE4I-!33!BWUJXO9R3P.JPG,PillProjectDisc25/images/B964NVXCG5ANFXE!PSXK69P_EDNNJPF.JPG,PillProjectDisc13/images/9BAZ50VUIKIWDR22E4S8X!7B1Z99HO.JPG,PillProjectDisc67/images/CK0WRZYMQLY1PBMJZW1-JBESM-HH1EL.JPG,PillProjectDisc82/images/CXFTD-3LU-8K3!9L4CRD4YSSHOH9H4W.JPG,CHANTIX TAB 0.5MG,"{'shape': 'OVAL', 'color': 'WHITE', 'imprint': 'Pfizer;CHX;0.5', 'imprintColor': '', 'imprintType': 'DEBOSSED'}"
00069-0469-56,PillProjectDisc102/images/TB8_TG!CCL9UF09J4S-AZQZF2T_UA.JPG,PillProjectDisc1/images/!S20O82V7ZMPM85CDCGW85LQP1Z35W.JPG,PillProjectDisc73/images/CPS8A9_XDDQ4WKM0-DC05K-CFSJT3_J.JPG,PillProjectDisc62/images/CF29C3LV1!HH0AFWKVR273PLQEO0DIL.JPG,PillProjectDisc46/images/BSNZED2UBTHF-4!G6UEE-2SNE55JUA9.JPG,PillProjectDisc62/images/CF!C280_1KWVO!HFUU6JXANOGRT2PRQ.JPG,PillProjectDisc74/images/CQHN77Y5K4I9152BQYW5HWK78NRZK0L.JPG,CHANTIX 1MG TAB,"{'shape': 'OVAL', 'color': 'BLUE', 'imprint': 'Pfizer;CHX;1.0', 'imprintColor': '', 'imprintType': 'DEBOSSED'}"
00069-1540-68,PillProjectDisc54/images/B_D!SMN6DEBOEQHK_NOMS7P0E8NFW9P.JPG,PillProjectDisc110/images/_GSZ-ZICRZSPCIP9W6M62_LNU-3X6W.JPG,PillProjectDisc31/images/BEE942IZGMZL3N6C2LM4Z4XDVJQ3BGK.JPG,PillProjectDisc25/images/B996Y0Y73K8GDWEYH3Q26QY2DFCD6J!.JPG,PillProjectDisc68/images/CK4EWZVR8JQ7AVK!!1FAC35Z7KP-5H2.JPG,PillProjectDisc50/images/BWVB1C!VVSIZAU6V3TOU4JES3TJL4OR.JPG,PillProjectDisc74/images/CQ9K3-HGMCVKH1E-6VI59FCI_IS6LN9.JPG,NORVASC 10 MG TABLETS,"{'shape': 'ROUND', 'color': 'WHITE', 'imprint': 'NORVASC;10', 'imprintColor': '', 'imprintType': 'DEBOSSED'}"
00069-2150-30,PillProjectDisc34/images/BHU0Y3HR26PKOV9HHNEC8CKGJU49JDY.JPG,PillProjectDisc64/images/CGLTNNMPOTMU6-4GXZ0KF!D-V5XL7TK.JPG,PillProjectDisc10/images/72I4P2WKMIQY3VDDB8EPKJOYRN435P.JPG,PillProjectDisc81/images/CWD4V3KDWVYK6DG9A973X9W6OAMIL-S.JPG,PillProjectDisc80/images/CW560TLE04F77YCTAGP7M2RMX52B2VH.JPG,PillProjectDisc105/images/W2GSUR7-3GO3CF-5AF90_0HTG24TZK.JPG,PillProjectDisc14/images/B!AJJNFQBV80QZ3216QL43Z4WXON!58.JPG,CADUET 5/10MG TABLETS,"{'shape': 'OVAL', 'color': 'WHITE', 'imprint': 'Pfizer;CDT;051', 'imprintColor': '', 'imprintType': 'DEBOSSED'}"
00069-2170-30,PillProjectDisc12/images/8YHNRMICGIMK1YXK1YD5SEQ0M-OVWD.JPG,PillProjectDisc25/images/B998II6!FVUMP9IHS!4T095HVN023GG.JPG,PillProjectDisc52/images/BYF6IKY2!POGGT8Q8GSAN1DTSN78QSY.JPG,PillProjectDisc73/images/CP96QPL-_IER1_XMP-THFPFTVD-Y1NC.JPG,PillProjectDisc36/images/BJ5IOMB2M2Z1DBYP-XR-DZ_YH92U8V3.JPG,PillProjectDisc63/images/CFJ-ZTJO23G87SL262YC2MJ36_OZPB_.JPG,PillProjectDisc83/images/CY5CR0G-F-0FLS4ZO0Q_3A_5268XZNC.JPG,CADUET 5/20MG TABLETS,"{'shape': 'OVAL', 'color': 'WHITE', 'imprint': 'Pfizer;CDT;052', 'imprintColor': '', 'imprintType': 'DEBOSSED'}"
00069-2180-30,PillProjectDisc74/images/CQW9U-CJZTH1G--RX!AK7YE8SM4J19L.JPG,PillProjectDisc58/images/CBE58AIXG-5CQEBSDD6QQZXG0C-IKLU.JPG,PillProjectDisc42/images/BOP2V-SXM0LARO8EKTNSYE_I4LRD373.JPG,PillProjectDisc44/images/BQN0CQXJBHIO2AXSV--9HRR7X7KKSB.JPG,PillProjectDisc93/images/L!PPEUF591WW0CAN929-GAMHJETBCE.JPG,PillProjectDisc28/images/BCBHIV7AJE_478S-AVT9LJRPAVUPUEA.JPG,PillProjectDisc73/images/CP-95-HNCJ-MDHDQ9PRGR7T9DPI-OWI.JPG,CADUET 10/20MG TABLETS,"{'shape': 'OVAL', 'color': 'BLUE', 'imprint': 'Pfizer;CDT;102', 'imprintColor': '', 'imprintType': 'DEBOSSED'}"
00069-2600-66,PillProjectDisc46/images/BSNVG7GCFU5!ZUIKVCN0T1SE4NEVZUD.JPG,PillProjectDisc69/images/CL8!!U5S-CBDIMN7NOVVCCH7!CDRJTA.JPG,PillProjectDisc92/images/JXO_3HR01GS2CE1WFW-_NH3QA8M-YI.JPG,PillProjectDisc58/images/CA_XQ!A41Y70Q56!RFBCU3GNZE-FIFN.JPG,PillProjectDisc5/images/1VOZX59PGPHVXJC5BOAUFR_D4!3IPL.JPG,PillProjectDisc101/images/SLMBSBFX6QWZ__0OLKUMDOQQAPMA-F.JPG,PillProjectDisc28/images/BBQ6U618J6P48TDCF!FI2B42IPMCU2W.JPG,Procardia,"{'shape': 'OVAL', 'color': 'ORANGE', 'imprint': 'PROCARDIA;PFIZER;260', 'imprintColor': 'BLACK', 'imprintType': 'PRINTED'}"
00069-4210-30,PillProjectDisc83/images/CY4-C89MN1QK1D1-4F6X6P_LCVTHAHO.JPG,PillProjectDisc3/images/0279PIC8U!5Z0XI-LDNXM38CJLYRWG.JPG,PillProjectDisc66/images/CJ78-7NKE98S7_ZF-E!2M17VG!S4DRW.JPG,PillProjectDisc63/images/CFYR9SDRWYOK169YS1LBG82EVN_9HS.JPG,PillProjectDisc4/images/1687FKYGBEN1K82FVO4MKOHF6F7Q2U.JPG,PillProjectDisc17/images/B1-S!52YGG2D9FPA0ZI4GRZ1SQUAFXC.JPG,PillProjectDisc46/images/BSBG7A0LUZ5Z!26KCPMIX31SZ!53RLD.JPG,VIAGRA 50 MG,"{'shape': 'DIAMOND', 'color': 'BLUE', 'imprint': 'VGR;50;Pfizer', 'imprintColor': '', 'imprintType': 'DEBOSSED'}"
00069-4220-30,PillProjectDisc26/images/BAETCYE0V0AKWOUVYS1PS3LQ_OH-8YD.JPG,PillProjectDisc10/images/7D-DX9W_SOV2E31WMQBCTOUE1ISBJA.JPG,PillProjectDisc92/images/K3SE!W6XEMACC7TP-NQ5K43!QWJNB4.JPG,PillProjectDisc52/images/BY3LB9_GRK0YQ4NUZ9CI42WZCYWZMCU.JPG,PillProjectDisc52/images/BYSIY9KVHK4L0KOZ5VAJLVIY99!93IG.JPG,PillProjectDisc12/images/8H3A4J18774JASJJ8JE267BBA6P39V.JPG,PillProjectDisc59/images/CC-E592Q-26FNT7U26JOSJ3RF8RRLV3.JPG,VIAGRA 100 MG,"{'shape': 'DIAMOND', 'color': 'BLUE', 'imprint': 'VGR;100;Pfizer', 'imprintColor': '', 'imprintType': 'DEBOSSED'}"
00071-0155-23,PillProjectDisc85/images/DQATW!MQ_XHRVFJ546TJH13FF2LOMU.JPG,PillProjectDisc72/images/CO4VHHNXQI42_KYF_-ZYQJTP!AIVEFY.JPG,PillProjectDisc45/images/BRVR0DNUAJGF!HTWLPTW6IMTZI0A_MF.JPG,PillProjectDisc91/images/I_CT!MTL9P-GJ5C706I5TW4NTTLGOK.JPG,PillProjectDisc73/images/CP1S3UO137T4QV08078ZD6JH_BXPVS0.JPG,PillProjectDisc26/images/BAB-!18UUK!F-US7H2799HWX0KR89DB.JPG,PillProjectDisc6/images/3MARH7TQCUTNSOWY9U0L8E7KSZ73Q4.JPG,LIPITOR 10MG TABLETS,"{'shape': 'OVAL', 'color': 'WHITE', 'imprint': 'PD;155;10', 'imprintColor': '', 'imprintType': 'DEBOSSED'}"
00071-0156-23,PillProjectDisc57/images/CANASU5_0L53MGAA1-MHJ10WX7WLX9D.JPG,PillProjectDisc38/images/BLLGI-7QAL_DQFX84J5_FQE15QJDUKN.JPG,PillProjectDisc70/images/CMID-PZXS0R6BB1V_0-A-H051ST8-VX.JPG,PillProjectDisc4/images/0YOMA17FVKTN1U645M68XQRR9H76ZW.JPG,PillProjectDisc60/images/CD94FD!ZDAM009GYG6W-3ZZK!WDMW8H.JPG,PillProjectDisc18/images/B227P-O!5M9_!C-EFQWXTU_ML_NQT-V.JPG,PillProjectDisc72/images/COF5TP_0J9WAEZ1N1AF!VTTP25E9WVG.JPG,LIPITOR 20MG TABLET,"{'shape': 'OVAL', 'color': 'WHITE', 'imprint': 'PD;156;20', 'imprintColor': '', 'imprintType': 'DEBOSSED'}"
00071-0157-23,PillProjectDisc102/images/SZJ9M93!8WPSQWRRR8JSCIKD06CCUX.JPG,PillProjectDisc44/images/BR2MSW9SG05_B7VJ43J50JR921AN3_Q.JPG,PillProjectDisc76/images/CSQXVTRQM7HB3J9QN507K2R!4P_-3GV.JPG,PillProjectDisc31/images/BEAVOW50UR9-FY-0A8SUY5C4JGFZMU6.JPG,PillProjectDisc32/images/BFLN4UB3JICQTSTD18180JOD-Q_L!-2.JPG,PillProjectDisc25/images/B8RG7Q6KA6D472S3X45M15-L!NLQ1J!.JPG,PillProjectDisc43/images/BPVW8KZ4APP45HBLYYLWMN-EUGITJ1-.JPG,LIPITOR 40MG TABLETS,"{'shape': 'OVAL', 'color': 'WHITE', 'imprint': 'PD;157;40', 'imprintColor': '', 'imprintType': 'DEBOSSED'}"
00071-0158-23,PillProjectDisc40/images/BNFT76YI6LDA_FQIP68H7S5_JZ3-TKG.JPG,PillProjectDisc26/images/BA74SG0NWQEUOPFOWON1OVFVTHVZLBF.JPG,PillProjectDisc51/images/BXKDTO61Y1JU850H_ZOZ_JRB!--S-VG.JPG,PillProjectDisc45/images/BREL-FV5C3U93!H68W!JIOMR66HJ!J5.JPG,PillProjectDisc26/images/BA9A-Q!3Q225B-OWFF9NKU8HKSIHZT_.JPG,PillProjectDisc49/images/BVOGRT3VOTBAXTI7JL6GF7LPW3JPFH4.JPG,PillProjectDisc51/images/BXIY69TN6M2C8TR-G0_5LMM9OILE_YS.JPG,LIPITOR 80MG TABLETS,"{'shape': 'OVAL', 'color': 'WHITE', 'imprint': 'PD;158;80', 'imprintColor': '', 'imprintType': 'DEBOSSED'}"
00071-0369-24,PillProjectDisc21/images/B5G1IDHTI!8QSGSE_G6AJB31IFLECUC.JPG,PillProjectDisc44/images/BR588M25LIFZ1JZ41SBCA4AP76ILIEN.JPG,PillProjectDisc15/images/B-4HOJ!_1FLN!EFZA5PF2PAO_P2P6N.JPG,PillProjectDisc20/images/B3UWXMKFHOXAD8E28T9XMQ0FR_PPXRH.JPG,PillProjectDisc14/images/B!Q-_ME_C_MSVZ!4K0HTBA_WNGGOF!9.JPG,PillProjectDisc54/images/BZ_-DRRUVMTV998GWA3DA_QSE6SZKSL.JPG,PillProjectDisc92/images/JVBMT372EZ_4D24VG31XH9W9VP37OM.JPG,DILANTIN 100MG CAPS,"{'shape': 'CAPSULE', 'color': ['ORANGE', 'WHITE'], 'imprint': 'DILANTIN;100;mg', 'imprintColor': 'BLACK', 'imprintType': 'PRINTED'}"
00071-0419-24,PillProjectDisc95/images/MS_40HD3BU1TJ5QF4OSN30XUL0N7BF.JPG,PillProjectDisc103/images/TNJXT67M91YB_PXZ-VAUIUQV50QUIS.JPG,PillProjectDisc49/images/BVFTMCU_44!F5_TTV-J7RO0NN3M-H8Y.JPG,PillProjectDisc105/images/VGUX9ZW8LODVORJ!MIFOIWE!BFUHXZ.JPG,PillProjectDisc61/images/CE9377EU2ABHJWUZIU6UI1Q1LL_PQ4J.JPG,PillProjectDisc2/images/-1QM-_KEH7P6-PYBOJ9W8190ETGP-D.JPG,PillProjectDisc86/images/EMF43SIXW__!_NO_PK8IG_6M50IY6_.JPG,NITROSTAT 0.6 MG TAB,"{'shape': 'ROUND', 'color': 'WHITE', 'imprint': 'N;6', 'imprintColor': '', 'imprintType': 'DEBOSSED'}"
